transaction_id,store_id,product_id,timestamp,sales_value,quantity_sold,inventory_level,cogs,tax,discount,loyalty_id,payment_type,clerk_id,department,brand,promotion_name,store_location,stock_status,is_weekend,weather_context
TXN-52718,STORE-9,P-493,2024-06-03,49.88,10,1,29.93,2.49,9.98,L-3718,Mobile Pay,EMP-5,Grocery,National Brand,None,Tokyo,In Stock,NO,Snowy
TXN-52719,STORE-10,P-174,2025-04-24,4.46,10,762,2.67,0.22,0.00,,Mobile Pay,EMP-17,Bakery,Premium Brand,None,New York,In Stock,NO,Snowy
TXN-52720,STORE-1,P-429,2025-03-15,40.37,6,757,24.22,2.02,0.00,,Cash,EMP-19,Dairy,Premium Brand,None,Tokyo,In Stock,YES,Sunny
TXN-52721,STORE-2,P-212,2025-12-26,84.09,2,449,50.45,4.20,0.00,L-3721,Cash,EMP-13,Deli,Private Label,Winter Sale,Tokyo,In Stock,NO,Rainy
TXN-52722,STORE-3,P-193,1740203128656,52.88,8,572,31.73,2.64,0.00,L-3722,Card,EMP-48,Dairy,Premium Brand,None,Paris,In Stock,NO,Rainy
TXN-52723,STORE-4,P-408,2025-06-19,115.85,4,845,69.51,5.79,0.00,L-3723,Card,EMP-38,Produce,Premium Brand,None,Tokyo,In Stock,NO,Sunny
TXN-52724,STORE-5,P-193,2024-01-02,35.13,4,837,21.08,1.76,0.00,,Cash,EMP-28,Deli,Premium Brand,None,Paris,In Stock,YES,Sunny
TXN-52725,STORE-6,P-134,2025-09-07, 146.01 ,4,190,87.60,7.30,0.00,L-3725,Cash,EMP-19,Meat,Private Label,Winter Sale,New York,In Stock,YES,Cloudy
TXN-52726,STORE-7,P-202,12/14/2024, 59.51 ,9,4,35.70,2.98,0.00,L-3726,Cash,EMP-21,Meat,Private Label,None,Berlin,In Stock,NO,Rainy
TXN-52727,STORE-8,P-355,2025-01-13,6.99,3,741,4.19,0.35,0.00,,Card,EMP-13,Grocery,National Brand,Winter Sale,New York,In Stock,NO,Cloudy
TXN-52728,STORE-9,P-282,2025-06-20,79.27,4,832,47.56,3.96,0.00,L-3728,Cash,EMP-29,Meat,National Brand,None,Paris,In Stock,YES,Snowy
TXN-52729,STORE-10,P-176,2026-01-21,37.16,8,149,22.29,1.86,0.00,L-3729,Card,EMP-23,Bakery,National Brand,None,Berlin,In Stock,YES,Sunny
TXN-52730,STORE-1,P-449,2024-01-04,138.94,5,629,83.37,6.95,27.79,,Card,EMP-8,Dairy,National Brand,None,New York,In Stock,YES,Sunny
TXN-52731,STORE-2,P-284,2025-03-16,39.32,3,546,23.59,1.97,0.00,L-3731,Card,EMP-28,Grocery,Premium Brand,None,New York,In Stock,NO,Sunny
TXN-52732,STORE-3,P-244,2024-05-02,36.91,1,820,22.15,1.85,0.00,,Cash,EMP-37,Grocery,Premium Brand,None,Paris,In Stock,NO,Cloudy
TXN-52733,STORE-4,P-319,2024-07-13,52.60,5,625,31.56,2.63,0.00,,Mobile Pay,EMP-35,Grocery,Private Label,Winter Sale,Berlin,In Stock,NO,Snowy
TXN-52734,STORE-5,P-264,2024-10-20,137.92,,221,82.75,6.90,0.00,L-3734,Cash,EMP-40,Dairy,Premium Brand,None,Berlin,In Stock,NO,Snowy
TXN-52735,STORE-6,P-180,2025-05-31, 99.59 ,4,636,59.75,4.98,0.00,,Card,EMP-47,Grocery,National Brand,None,Tokyo,In Stock,NO,Rainy
TXN-52736,STORE-7,P-173,2024-04-26,82.58,5,210,49.55,4.13,0.00,,Cash,EMP-13,Meat,Private Label,None,Paris,Low Stock,NO,Cloudy
TXN-52737,STORE-8,P-291,2025-07-01,128.09,9,812,76.86,6.40,25.62,,Cash,EMP-40,Produce,Premium Brand,None,New York,In Stock,YES,Snowy
TXN-52738,STORE-9,P-67,2026-03-08,141.62,10,22,84.97,7.08,0.00,,Cash,EMP-11,Dairy,National Brand,None,Berlin,In Stock,NO,Sunny
TXN-52739,STORE-10,P-163,2025-05-07,89.00,10,867,53.40,4.45,0.00,L-3739,Cash,EMP-47,Deli,Premium Brand,None,New York,In Stock,NO,Sunny
TXN-52740,STORE-1,P-281,2024-05-07,141.60,8,997,84.96,7.08,0.00,L-3740,Cash,EMP-31,Meat,National Brand,None,London,In Stock,NO,Cloudy
TXN-52741,STORE-2,P-210,2025-04-01,90.98,5,41,54.59,4.55,0.00,L-3741,Mobile Pay,EMP-45,Bakery,Private Label,None,New York,In Stock,NO,Snowy
TXN-52742,STORE-3,P-38,2024-03-22,85.71,7,994,51.43,4.29,17.14,L-3742,Cash,EMP-43,Grocery,National Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-52743,STORE-4,P-490,2025-03-16,83.83,3,671,50.30,4.19,0.00,L-3743,Cash,EMP-17,Grocery,National Brand,None,London,In Stock,NO,Rainy
TXN-52744,STORE-5,P-32,3/29/2024,103.08,8,955,61.85,5.15,0.00,L-3744,Card,EMP-28,Deli,National Brand,None,Berlin,Low Stock,NO,Cloudy
TXN-52745,STORE-6,P-137,2025-10-28,88.63,6,318,53.18,4.43,0.00,,Mobile Pay,EMP-13,Meat,Private Label,None,Tokyo,In Stock,NO,Snowy
TXN-52746,STORE-7, P-485 ,2024-09-30,23.25,8,573,13.95,1.16,0.00,,Card,EMP-50,Meat,Premium Brand,None,Paris,In Stock,YES,Snowy
TXN-52747,STORE-8,P-69,2024-01-07,151.72,8,128,91.03,7.59,0.00,L-3747,Cash,EMP-6,Bakery,National Brand,None,London,In Stock,NO,Sunny
TXN-52748,STORE-9,P-83,2024-07-31,112.53,3,639,67.52,5.63,0.00,L-3748,Card,EMP-2,Bakery,National Brand,None,Tokyo,Low Stock,YES,Rainy
TXN-52749,STORE-10,P-183,2025-03-23,84.49,3,876,50.69,4.22,0.00,,Cash,EMP-11,Dairy,Premium Brand,None,New York,In Stock,NO,Cloudy
TXN-52750,STORE-1,P-385,2024-03-03,40.05,8,188,24.03,2.00,0.00,L-3750,Card,EMP-4,Meat,Premium Brand,None,Berlin,In Stock,NO,Sunny
TXN-52751,STORE-2,P-60,2025-07-28,39.06,4,819,23.44,1.95,0.00,,Card,EMP-11,Grocery,Private Label,None,New York,In Stock,NO,Rainy
TXN-52752,STORE-3,P-361,2025-05-13,,5,855,79.76,6.65,0.00,,Mobile Pay,EMP-45,Deli,Private Label,None,Berlin,In Stock,YES,Rainy
TXN-52753,STORE-4,P-325,2026-03-07,30.28,8,277,18.17,1.51,0.00,,Cash,EMP-31,Meat,Private Label,Winter Sale,London,In Stock,NO,Rainy
TXN-52754,STORE-5,P-34,Sat Sep 07 2024,42.00,1,732,25.20,2.10,0.00,,Card,EMP-45,Produce,Premium Brand,None,Tokyo,In Stock,YES,Cloudy
TXN-52755,STORE-6,P-143,1733388544527,95.72,2,939,57.43,4.79,19.14,L-3755,Card,EMP-5,Meat,Premium Brand,None,Berlin,In Stock,NO,Snowy
TXN-52756,STORE-7,P-158,2024-12-11,105.79,1,124,63.48,5.29,21.16,,Mobile Pay,EMP-39,Grocery,Private Label,None,Berlin,In Stock,NO,Snowy
TXN-52757,STORE-8,P-134,2024-07-30,115.81,1,492,69.49,5.79,0.00,,Mobile Pay,EMP-3,Deli,Premium Brand,None,Tokyo,In Stock,NO,Rainy
TXN-52758,STORE-9,P-188,2025-11-08,148.42,9,368,89.05,7.42,29.68,L-3758,Mobile Pay,EMP-20, Grocery ,National Brand,None,London,In Stock,YES,Snowy
TXN-52759,STORE-10,,2025-04-29,6.44,4,23,3.86,0.32,0.00,L-3759,Mobile Pay,EMP-4,Dairy,Private Label,None,Tokyo,In Stock,YES,Snowy
TXN-52760,STORE-1,P-364,2025-04-02,99.64,1,359,59.79,4.98,0.00,,Cash,EMP-8,Dairy,National Brand,None,London,In Stock,YES,Cloudy
TXN-52761,STORE-2,P-143,2025-08-08,130.75,10,775,78.45,6.54,0.00,,Mobile Pay,EMP-10,Meat,Private Label,None,New York,In Stock,YES,Cloudy
TXN-52762,STORE-3,P-171,2025-10-24,61.68,7,457,37.01,3.08,0.00,,Mobile Pay,EMP-37,Dairy,Private Label,None,London,In Stock,NO,Snowy
TXN-52763,STORE-4,P-93,2024-07-10,88.57,8,573,53.14,4.43,0.00,,Card,EMP-33,Dairy,Private Label,None,New York,In Stock,YES,Snowy
TXN-52764,STORE-5, P-117 ,2024-03-19,142.08,4,787,85.25,7.10,0.00,,Mobile Pay,EMP-36,Grocery,Premium Brand,None,Berlin,In Stock,NO,Rainy
TXN-52765,STORE-6,P-342,2024-05-05,23.71,10,980,14.23,1.19,0.00,,Cash,EMP-1,Meat,Private Label,None,New York,In Stock,YES,Cloudy
TXN-52766,STORE-7,,2025-03-26,67.22,3,751,40.33,3.36,0.00,L-3766,Card,EMP-28,Meat,National Brand,None,Tokyo,In Stock,NO,Snowy
TXN-52767,STORE-8,P-126,2025-07-30,93.80,5,590,56.28,4.69,0.00,L-3767,Card,EMP-45,Meat,National Brand,None,London,In Stock,YES,Sunny
TXN-52768,STORE-9,P-435,2025-10-12,15.52,10,676,9.31,0.78,0.00,,Cash,EMP-4,Grocery,National Brand,None,New York,In Stock,YES,Sunny
TXN-52769,STORE-10,P-115,2024-09-19,31.39,7,402,18.83,1.57,0.00,L-3769,Card,EMP-3,Produce,Premium Brand,Winter Sale,Berlin,In Stock,NO,Snowy
TXN-52770,STORE-1,P-432,2025-11-23,142.64,4,418,85.58,7.13,0.00,,Cash,EMP-11,Deli,Private Label,None,Tokyo,In Stock,NO,Snowy
TXN-52771,STORE-2,P-384,2024-01-27,56.00,9,406,33.60,2.80,0.00,,Card,EMP-6,Meat,Private Label,None,Tokyo,In Stock,NO,Sunny
TXN-52772,STORE-3,P-68,2024-10-26,60.45,2,73,36.27,3.02,0.00,,Cash,EMP-4,Bakery,Private Label,None,Tokyo,In Stock,NO,Rainy
TXN-52773,STORE-4,P-31,2025-02-13,140.62,8,178,84.37,7.03,0.00,L-3773,Card,EMP-7,Grocery,Premium Brand,None,Tokyo,In Stock,NO,Rainy
TXN-52774,STORE-5,P-253,2025-03-29,120.68,5,13,72.41,6.03,0.00,,Cash,EMP-50,Bakery,Premium Brand,None,New York,Low Stock,YES,Cloudy
TXN-52775,STORE-6,P-101,2025-12-01,134.29,9,413,80.58,6.71,0.00,L-3775,Cash,EMP-24,Dairy,Private Label,None,New York,In Stock,YES,Rainy
TXN-52776,STORE-7,P-126,2025-07-31, 119.16 ,6,311,71.50,5.96,0.00,,Cash,EMP-21,Meat,Premium Brand,None,New York,In Stock,YES,Cloudy
TXN-52777,STORE-8,P-469,2025-03-29,93.32,10,341,55.99,4.67,0.00,,Mobile Pay,EMP-11,Grocery,National Brand,None,Paris,In Stock,YES,Rainy
TXN-52778,STORE-9,P-451,2024-12-24,,7,683,41.91,3.49,0.00,,Mobile Pay,EMP-33,Produce,National Brand,None,Paris,In Stock,NO,Rainy
TXN-52779,STORE-10,P-14,2024-01-16,21.38,9,491,12.83,1.07,0.00,,Mobile Pay,EMP-3,Bakery,National Brand,None,New York,In Stock,YES,Cloudy
TXN-52780,STORE-1,P-259,2024-06-27,71.08,5,437,42.65,3.55,0.00,,Mobile Pay,EMP-41,Produce,Private Label,None,Tokyo,In Stock,NO,Snowy
TXN-52781,STORE-2,P-412,2025-09-24,143.00,3,308,85.80,7.15,28.60,,Mobile Pay,EMP-17,Dairy,National Brand,None,New York,In Stock,NO,Rainy
TXN-52782,STORE-3,P-382,2025-04-30,79.47,10,942,47.68,3.97,15.89,L-3782,Card,EMP-22,Produce,Private Label,None,New York,In Stock,NO,Snowy
TXN-52783,STORE-4,P-180,2024-12-15,17.45,6,399,10.47,0.87,0.00,L-3783,Cash,EMP-13,Meat,Private Label,None,Berlin,In Stock,NO,Cloudy
TXN-52784,STORE-5,P-167,2025-01-27,49.70,4,315,29.82,2.48,0.00,,Mobile Pay,EMP-24,Bakery,National Brand,None,London,In Stock,NO,Cloudy
TXN-52785,STORE-6,P-433,2025-03-09,143.53,8,232,86.12,7.18,0.00,,Card,EMP-23,Produce,Private Label,None,Paris,In Stock,NO,Snowy
TXN-52786,STORE-7,P-24,2024-02-23,45.75,9,994,27.45,2.29,0.00,L-3786,Cash,EMP-10,Bakery,Private Label,None,London,In Stock,NO,Rainy
TXN-52787,STORE-8,P-169,10/16/2025,50.96,8,813,30.58,2.55,0.00,L-3787,Cash,EMP-1,Dairy,National Brand,None,London,In Stock,NO,Cloudy
TXN-52788,STORE-9,P-327,2024-03-28,129.09,3,93,77.46,6.45,0.00,L-3788,Card,EMP-10,,Private Label,None,Tokyo,In Stock,NO,Snowy
TXN-52789,STORE-10,P-63,2025-07-31,60.69,1,579,36.42,3.03,12.14,L-3789,Mobile Pay,EMP-1,Dairy,Premium Brand,None,London,Low Stock,NO,Snowy
TXN-52790,STORE-1,P-376,2024-03-27,42.02,10,645,25.21,2.10,0.00,,Mobile Pay,EMP-20,Bakery,National Brand,None,London,In Stock,NO,Cloudy
TXN-52791,STORE-2,P-21,2025-05-18,18.02,1,278,10.81,0.90,0.00,,Cash,EMP-48,Produce,National Brand,None,Tokyo,In Stock,YES,Cloudy
TXN-52792,STORE-3,P-397,2026-02-01,75.15,6,261,45.09,3.76,0.00,,Cash,EMP-2,Bakery,National Brand,None,Paris,In Stock,YES,Rainy
TXN-52793,STORE-4,P-102,2024-09-12,111.37,8,301,66.82,5.57,0.00,L-3793,Card,EMP-12,Produce,Premium Brand,None,Paris,In Stock,NO,Snowy
TXN-52794,STORE-5,P-227,2024-10-18,148.47,5,946,89.08,7.42,0.00,,Mobile Pay,EMP-7,Deli,Private Label,None,New York,In Stock,NO,Cloudy
TXN-52795,STORE-6,P-111,2025-12-18,124.80,1,700,74.88,6.24,0.00,,Mobile Pay,EMP-24,Produce,National Brand,None,Paris,Low Stock,NO,Rainy
TXN-52796,STORE-7,P-255,2026-01-14,133.32,7,937,79.99,6.67,0.00,,Cash,EMP-43,Produce,Premium Brand,Winter Sale,Berlin,In Stock,NO,Snowy
TXN-52797,STORE-8,P-201,2024-04-19,,9,396,42.74,3.56,0.00,,Card,EMP-16,Deli,Private Label,None,Paris,In Stock,NO,Sunny
TXN-52798,STORE-9,P-350,2024-12-18,139.77,1,633,83.86,6.99,0.00,L-3798,Card,EMP-5,Dairy,Private Label,None,London,In Stock,NO,Snowy
TXN-52799,STORE-10,P-464,Wed May 22 2024,72.92,300,865,43.75,3.65,0.00,L-3799,Mobile Pay,EMP-28,Dairy,Private Label,Winter Sale,Berlin,In Stock,NO,Cloudy
TXN-52800,STORE-1,P-430,2024-02-10,11.44,8,965,6.86,0.57,0.00,,Card,EMP-50,Produce,Private Label,None,Tokyo,In Stock,NO,Rainy
TXN-52801,STORE-2,P-133,2024-12-18,18.32,3,737,10.99,0.92,0.00,,Cash,EMP-30,Meat,Private Label,None,Paris,In Stock,NO,Cloudy
TXN-52802,STORE-3,P-491,2024-05-30,111.00,3,288,66.60,5.55,0.00,,Cash,EMP-13,Dairy,Premium Brand,Winter Sale,Paris,In Stock,YES,Cloudy
TXN-52803,STORE-4,P-496,2024-10-07,4.87,9,51,2.92,0.24,0.00,,Mobile Pay,EMP-45,Produce,Private Label,None,Berlin,In Stock,NO,Snowy
TXN-52804,STORE-5,P-152,2024-02-01,42.87,9,896,25.72,2.14,0.00,L-3804,Mobile Pay,EMP-22,Produce,National Brand,None,Berlin,In Stock,YES,Sunny
TXN-52805,STORE-6,P-435,2025-03-24,55.92,10,188,33.55,2.80,0.00,,Cash,EMP-30,,National Brand,None,New York,In Stock,NO,Snowy
TXN-52806,STORE-7,P-488,2026-02-24,149.84,10,555,89.91,7.49,0.00,,Card,EMP-30,Produce,National Brand,None,Tokyo,In Stock,NO,Snowy
TXN-52807,STORE-8,P-3,2024-12-19,93.70,5,671,56.22,4.69,0.00,,Mobile Pay,EMP-4,Produce,National Brand,None,New York,In Stock,NO,Cloudy
TXN-52808,STORE-9,P-459,2025-01-22,86.59,5,209,51.95,4.33,17.32,,Cash,EMP-34,Produce,Private Label,Winter Sale,Tokyo,In Stock,NO,Snowy
TXN-52809,STORE-10,P-299,2024-06-10,35.17,5,441,21.10,1.76,0.00,,Card,EMP-3,Deli,National Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-52810,STORE-1,,2024-05-11,94.66,10,584,56.80,4.73,0.00,L-3810,Mobile Pay,EMP-31,Dairy,National Brand,None,New York,In Stock,YES,Cloudy
TXN-52811,STORE-2,P-39,2024-12-18, 47.84 ,8,329,28.70,2.39,0.00,,Cash,EMP-30,Bakery,Private Label,None,London,In Stock,NO,Rainy
TXN-52812,STORE-3,P-168,2025-08-02,2.25,8,832,1.35,0.11,0.00,,Mobile Pay,EMP-15,Bakery,National Brand,None,London,In Stock,NO,Sunny
TXN-52813,STORE-4,P-109,2024-09-29,57.55,3,831,34.53,2.88,0.00,,Cash,EMP-37,Grocery,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-52814,STORE-5,P-417,2025-02-09,65.82,7,912,39.49,3.29,0.00,,Cash,EMP-18,Produce,National Brand,None,Tokyo,In Stock,YES,Sunny
TXN-52815,STORE-6,P-442,2025-12-23,151.18,6,232,90.71,7.56,0.00,,Mobile Pay,EMP-28,Bakery,National Brand,None,New York,In Stock,YES,Rainy
TXN-52816,STORE-7,P-336,2026-01-03,22.26,5,76,13.35,1.11,0.00,L-3816,Cash,EMP-39,Dairy,Private Label,None,Berlin,In Stock,YES,Cloudy
TXN-52817,STORE-8,P-77,5/24/2025,80.91,8,119,48.55,4.05,0.00,,Cash,EMP-24,Grocery,Private Label,Winter Sale,Berlin,In Stock,YES,Snowy
TXN-52818,STORE-9,P-349,2026-01-09,90.78,2,867,54.47,4.54,0.00,,Card,EMP-17,Meat,Private Label,None,Berlin,In Stock,YES,Sunny
TXN-52819,STORE-10,P-41,2026-02-20,50.36,5,301,30.22,2.52,0.00,,Card,EMP-37,Deli,Private Label,None,Tokyo,In Stock,NO,Snowy
TXN-52820,STORE-1,P-491,Mon Feb 19 2024,140.79,8,323,84.47,7.04,0.00,L-3820,Mobile Pay,EMP-36,Grocery,Private Label,None,New York,Low Stock,NO,Rainy
TXN-52821,STORE-2,P-316,2026-01-30,99.87,6,85,59.92,4.99,0.00,,Cash,EMP-39,Grocery,Premium Brand,None,Paris,In Stock,YES,Sunny
TXN-52822,STORE-3,P-65,2025-04-19,37.94,1,598,22.77,1.90,0.00,L-3822,Card,EMP-36,Deli,Premium Brand,None,Berlin,In Stock,NO,Snowy
TXN-52823,STORE-4,P-224,2024-11-14, 70.40 ,9,784,42.24,3.52,0.00,L-3823,Cash,EMP-4,Dairy,National Brand,None,London,In Stock,NO,Snowy
TXN-52824,STORE-5,P-426,2025-05-12,116.73,5,188,70.04,5.84,0.00,L-3824,Mobile Pay,EMP-43,Grocery,National Brand,Winter Sale,Berlin,In Stock,NO,Cloudy
TXN-52825,STORE-6,P-452,2025-08-06,117.86,4,437,70.71,5.89,0.00,L-3825,Cash,EMP-32,Bakery,Private Label,Winter Sale,Tokyo,In Stock,NO,Rainy
TXN-52826,STORE-7,P-134,2026-02-06,53.41,9,692,32.05,2.67,0.00,L-3826,Cash,EMP-27,Deli,National Brand,None,Paris,In Stock,YES,Rainy
TXN-52827,STORE-8,P-405,2024-09-05, 57.84 ,7,81,34.70,2.89,0.00,,Cash,EMP-41,Produce,National Brand,None,Paris,In Stock,NO,Sunny
TXN-52828,STORE-9,P-267,2024-11-30,9.15,8,81,5.49,0.46,0.00,,Cash,EMP-39,Deli,Premium Brand,None,Tokyo,In Stock,NO,Snowy
TXN-52829,STORE-10,P-212,2025-11-11,23.55,5,599,14.13,1.18,0.00,L-3829,Card,EMP-39,Bakery,Private Label,None,London,In Stock,NO,Sunny
TXN-52830,STORE-1,P-32,2025-10-21,11.94,10,335,7.16,0.60,2.39,L-3830,Mobile Pay,EMP-43,Dairy,Premium Brand,None,Berlin,Low Stock,NO,Cloudy
TXN-52831,STORE-2,P-150,2025-02-23,130.11,5,465,78.06,6.51,26.02,L-3831,Mobile Pay,EMP-26,Dairy,Premium Brand,None,London,In Stock,NO,Sunny
TXN-52832,STORE-3,,2025-08-04,126.71,100,613,76.03,6.34,25.34,,Card,EMP-21,Bakery,National Brand,None,New York,In Stock,NO,Sunny
TXN-52833,STORE-4,P-291,2024-04-15,44.22,1,750,26.53,2.21,8.84,,Card,EMP-50,Deli,Private Label,None,Berlin,In Stock,NO,Rainy
TXN-52834,STORE-5,P-308,2024-08-27,118.08,6,576,70.85,5.90,0.00,,Mobile Pay,EMP-45,Deli,Premium Brand,None,Paris,In Stock,NO,Cloudy
TXN-52835,STORE-6,P-325,2024-05-11,56.92,7,563,34.15,2.85,0.00,,Card,EMP-30,Meat,National Brand,None,London,In Stock,YES,Sunny
TXN-52836,STORE-7,,2024-03-23,11.88,3,342,7.13,0.59,0.00,,Card,EMP-49,Dairy,Private Label,Winter Sale,Paris,In Stock,NO,Snowy
TXN-52837,STORE-8,P-168,2024-12-02,84.40,9,700,50.64,4.22,0.00,,Cash,EMP-29, Meat ,Private Label,None,New York,In Stock,NO,Snowy
TXN-52838,STORE-9,P-485,2025-07-14,18.90,6,748,11.34,0.95,0.00,L-3838,Mobile Pay,EMP-42,Grocery,Private Label,None,New York,In Stock,NO,Sunny
TXN-52839,STORE-10,P-354,2026-02-15,29.92,10,301,17.95,1.50,0.00,L-3839,Mobile Pay,EMP-36, Deli ,Premium Brand,Winter Sale,New York,In Stock,NO,Snowy
TXN-52840,STORE-1,P-370,2026-03-10,17.00,6,135,10.20,0.85,0.00,L-3840,Cash,EMP-17,Bakery,National Brand,None,Paris,In Stock,NO,Cloudy
TXN-52841,STORE-2,P-456,2025-05-04,138.87,9,55,83.32,6.94,27.77,,Cash,EMP-34,Produce,National Brand,Winter Sale,Tokyo,In Stock,YES,Sunny
TXN-52842,STORE-3,P-372,2025-11-20,106.42,8,785,63.85,5.32,0.00,,Card,EMP-1,Produce,Premium Brand,None,Tokyo,In Stock,NO,Sunny
TXN-52843,STORE-4,P-329,2024-03-11,127.09,8,587,76.25,6.35,0.00,,Card,EMP-1,Meat,Private Label,None,Tokyo,In Stock,YES,Snowy
TXN-52844,STORE-5,P-143,2026-01-20,59.99,6,110,35.99,3.00,0.00,,Cash,EMP-50,Meat,National Brand,None,London,In Stock,NO,Cloudy
TXN-52845,STORE-6,P-122,2025-03-07,117.19,9,702,70.31,5.86,0.00,,Mobile Pay,EMP-37,Grocery,Premium Brand,None,New York,In Stock,NO,Snowy
TXN-52846,STORE-7,P-403,2025-05-30,110.52,1,942,66.31,5.53,0.00,,Card,EMP-33,Produce,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-52847,STORE-8,P-280,2024-02-20,26.30,8,748,15.78,1.31,0.00,,Card,EMP-24,Bakery,Premium Brand,None,Berlin,In Stock,NO,Cloudy
TXN-52848,STORE-9,P-318,2025-09-24,110.84,5,541,66.50,5.54,0.00,L-3848,Card,EMP-35,Produce,Private Label,None,Tokyo,In Stock,NO,Cloudy
TXN-52849,STORE-10,P-143,2025-01-30,100.34,1,0,60.21,5.02,0.00,,Card,EMP-43,Grocery,Premium Brand,Winter Sale,New York,In Stock,YES,Snowy
TXN-52850,STORE-1,P-437,2025-04-10,133.05,7,990,79.83,6.65,0.00,,Mobile Pay,EMP-40,Meat,National Brand,None,New York,Low Stock,NO,Sunny
TXN-52851,STORE-2,P-53,2025-04-15,96.88,9,69,58.13,4.84,0.00,L-3851,Card,EMP-44,Bakery,National Brand,None,New York,In Stock,NO,Rainy
TXN-52852,STORE-3,P-300,2024-05-23,60.42,5,93,36.25,3.02,0.00,,Mobile Pay,EMP-49,Dairy,Premium Brand,None,London,In Stock,YES,Sunny
TXN-52853,STORE-4,P-65,2025-07-21,132.89,2,452,79.73,6.64,0.00,,Cash,EMP-24,Deli,Premium Brand,Winter Sale,Berlin,In Stock,YES,Sunny
TXN-52854,STORE-5,P-418,2025-03-19,34.35,5,622,20.61,1.72,0.00,,Cash,EMP-48,Produce,Private Label,None,Paris,In Stock,NO,Cloudy
TXN-52855,STORE-6,P-106,1723399750036,141.21,9,178,84.73,7.06,0.00,,Card,EMP-35,Grocery,National Brand,None,Tokyo,In Stock,YES,Cloudy
TXN-52856,STORE-7,P-469,2024-04-27,151.10,9,24,90.66,7.56,30.22,,Card,EMP-41,Grocery,National Brand,None,London,In Stock,YES,Sunny
TXN-52857,STORE-8,P-447,2024-07-16,112.96,4,867,67.78,5.65,0.00,,Cash,EMP-8,Produce,National Brand,None,Berlin,In Stock,YES,Cloudy
TXN-52858,STORE-9,P-385,2025-12-18,18.53,8,940,11.12,0.93,3.71,,Mobile Pay,EMP-18,Meat,Private Label,None,Paris,In Stock,YES,Sunny
TXN-52859,STORE-10, P-1 ,2024-09-08,46.19,9,809,27.71,2.31,0.00,,Card,EMP-42,Produce,Private Label,None,New York,Low Stock,NO,Cloudy
TXN-52860,STORE-1,P-16,2025-03-29,34.20,9,317,20.52,1.71,0.00,L-3860,Mobile Pay,EMP-35,Bakery,Private Label,None,Tokyo,In Stock,YES,Sunny
TXN-52861,STORE-2,P-28,2024-12-12,31.69,1,373,19.02,1.58,0.00,L-3861,Cash,EMP-10,Produce,Premium Brand,None,Tokyo,In Stock,YES,Sunny
TXN-52862,STORE-3,P-398,2025-09-23,69.28,3,225,41.57,3.46,0.00,,Mobile Pay,EMP-12,Produce,Premium Brand,None,Tokyo,In Stock,YES,Snowy
TXN-52863,STORE-4,P-416,2026-02-05,41.75,4,72,25.05,2.09,0.00,,Mobile Pay,EMP-32,Grocery,Premium Brand,None,Tokyo,Low Stock,NO,Rainy
TXN-52864,STORE-5,P-192,2025-07-11,149.30,10,825,89.58,7.47,0.00,,Mobile Pay,EMP-22,Dairy,Premium Brand,None,London,In Stock,NO,Sunny
TXN-52865,STORE-6,P-169,2024-11-06,12.66,3,215,7.59,0.63,0.00,L-3865,Card,EMP-46,Dairy,National Brand,None,London,In Stock,NO,Rainy
TXN-52866,STORE-7,P-112,2024-11-07,120.41,1,134,72.25,6.02,0.00,L-3866,Card,EMP-5,Deli,National Brand,None,New York,In Stock,YES,Sunny
TXN-52867,STORE-8,P-349,Mon Aug 18 2025,2.69,1,582,1.61,0.13,0.00,,Mobile Pay,EMP-22,Dairy,Premium Brand,None,Tokyo,In Stock,NO,Rainy
TXN-52868,STORE-9,P-179,2025-12-20,138.52,6,137,83.11,6.93,0.00,,Card,EMP-5,Dairy,Premium Brand,None,Paris,In Stock,NO,Snowy
TXN-52869,STORE-10,P-128,2024-01-01,,,676,47.72,3.98,0.00,L-3869,Mobile Pay,EMP-5,Deli,Premium Brand,None,New York,In Stock,NO,Rainy
TXN-52870,STORE-1,P-107,2025-11-27,29.15,8,503,17.49,1.46,0.00,L-3870,Cash,EMP-43,Produce,Premium Brand,None,Paris,In Stock,YES,Sunny
TXN-52871,STORE-2,P-44,2025-01-13,121.57,6,932,72.94,6.08,0.00,,Cash,EMP-34,Deli,Private Label,None,New York,In Stock,NO,Cloudy
TXN-52872,STORE-3,P-156,2024-03-06,5.17,5,257,3.10,0.26,0.00,L-3872,Mobile Pay,EMP-5,Bakery,National Brand,None,Paris,In Stock,NO,Cloudy
TXN-52873,STORE-4,,2024-10-27,32.96,7,597,19.78,1.65,0.00,L-3873,Cash,EMP-22,Dairy,Premium Brand,None,London,In Stock,NO,Sunny
TXN-52874,STORE-5,P-168,2024-01-28,56.42,2,132,33.85,2.82,0.00,L-3874,Cash,EMP-41,Deli,Private Label,None,New York,In Stock,NO,Rainy
TXN-52875,STORE-6,P-83,2024-09-04,103.85,6,137,62.31,5.19,0.00,,Card,EMP-30,Meat,Private Label,None,Paris,In Stock,NO,Sunny
